2020-03-06,1,378,1,0,0
2020-03-07,3,66,2,0,0
2020-03-08,5,76,2,0,0
2020-03-09,7,69,2,0,0
2020-03-10,7,111,0,0,0
2020-03-11,10,97,3,0,0
2020-03-12,21,95,11,0,0
2020-03-13,32,58,11,0,0
2020-03-14,44,197,12,0,0
2020-03-15,61,289,17,0,0
2020-03-16,72,159,11,0,0
2020-03-17,96,318,24,0,0
2020-03-18,104,225,8,0,0
2020-03-19,123,301,19,0,0
2020-03-20,137,368,14,0,0
2020-03-21,178,440,41,0,0
2020-03-22,185,242,7,0,0
2020-03-23,204,451,19,0,0
2020-03-24,216,476,12,0,0
2020-03-25,226,335,10,0,0
2020-03-26,269,913,43,0,0
2020-03-27,292,747,23,0,0
2020-03-28,314,720,22,0,0
2020-03-29,336,401,22,0,0
2020-03-30,363,688,27,0,0
2020-03-31,400,877,37,0,0
2020-04-01,426,1191,26,0,0
2020-04-02,450,1454,24,0,0
2020-04-03,471,1889,21,0,0
2020-04-04,485,1524,14,0,0
2020-04-05,534,1036,49,0,0
2020-04-06,581,1448,47,0,0
2020-04-07,682,2042,101,0,0
2020-04-08,701,1690,19,0,0
2020-04-09,715,2301,14,0,0
2020-04-10,728,2174,13,0,0
2020-04-11,742,1580,14,0,0
2020-04-12,769,1324,27,0,0
2020-04-13,835,1302,66,0,0
2020-04-14,863,1439,28,0,0
2020-04-15,977,2967,114,0,0
2020-04-16,1049,3351,72,0,0
2020-04-17,1089,3144,40,0,0
2020-04-18,1161,3323,72,0,0
2020-04-19,1173,2458,12,0,0
2020-04-20,1199,2694,26,0,0
2020-04-21,1244,3468,45,0,0
2020-04-22,1325,4525,81,0,0
2020-04-23,1360,3840,35,0,0
2020-04-24,1373,4828,13,0,0
2020-04-25,1379,4839,6,0,0
2020-04-26,1381,3171,2,0,0
2020-04-27,1384,1767,3,0,0
2020-04-28,1391,5472,7,0,0
2020-04-29,1396,4584,5,0,0
2020-04-30,1403,5150,7,0,0
2020-05-01,1407,3698,4,0,0
2020-05-02,1408,1450,1,0,0
2020-05-03,1413,1584,5,0,0
2020-05-04,1421,2060,8,0,0
2020-05-05,1429,4742,8,0,0
2020-05-06,1445,5161,16,0,0
2020-05-07,1455,4694,10,0,0
2020-05-08,1455,3910,0,0,0
2020-05-09,1457,1488,2,0,0
2020-05-10,1457,786,0,0,0
2020-05-11,1465,2063,8,0,0
2020-05-12,1469,4326,4,0,0
2020-05-13,1477,4876,8,0,0
2020-05-14,1480,3992,3,0,0
2020-05-15,1493,4084,13,0,0
2020-05-16,1494,2476,1,0,0
2020-05-17,1495,971,1,0,0
2020-05-18,1495,2041,0,0,0
2020-05-19,1496,3371,1,0,0
2020-05-20,1502,2933,6,0,0
2020-05-21,1503,2751,1,0,0
2020-05-22,1504,2236,1,0,0
2020-05-23,1509,1649,5,0,0
2020-05-24,1511,645,2,0,0
2020-05-25,1513,1464,2,0,0
2020-05-26,1515,2839,2,0,0
2020-05-27,1520,2352,5,0,0
2020-05-28,1520,1848,0,0,0
2020-05-29,1521,3433,1,0,0
2020-05-30,1521,1606,0,0,0
2020-05-31,1522,274,1,0,0
2020-06-01,1522,6418,0,0,0
2020-06-02,1525,2336,3,0,0
2020-06-03,1526,2135,1,0,0
2020-06-04,1526,1832,0,0,0
2020-06-05,1528,2639,2,0,0
2020-06-06,1528,1180,0,0,0
2020-06-07,1530,160,2,0,0
2020-06-08,1531,851,1,0,0
2020-06-09,1533,1545,2,0,0
2020-06-10,1541,1500,8,0,0
2020-06-11,1542,1262,1,0,0
2020-06-12,1545,1511,3,0,0
2020-06-13,1548,479,3,0,0
2020-06-14,1552,47,4,0,0
2020-06-15,1552,847,0,0,0
2020-06-16,1561,1163,9,0,0
2020-06-17,1562,787,1,0,0
2020-06-18,1576,806,14,0,0
2020-06-19,1586,1278,10,0,0
2020-06-20,1587,301,1,0,0
2020-06-21,1588,41,1,0,0
2020-06-22,1589,661,1,0,0
2020-06-23,1607,1257,18,0,0
2020-06-24,1630,936,23,0,0
2020-06-25,1643,1515,13,0,0
2020-06-26,1657,1611,14,0,0
2020-06-27,1664,931,7,0,0
2020-06-28,1665,62,1,0,0
2020-06-29,1667,784,2,0,0
2020-06-30,1687,2063,20,0,0
2020-07-01,1700,1708,13,0,0
2020-07-02,1720,1801,20,0,0
2020-07-03,1749,2216,29,0,0
2020-07-04,1764,808,15,0,0
2020-07-05,1765,50,1,0,0
2020-07-06,1767,873,2,0,0
2020-07-07,1798,2225,31,0,0
2020-07-08,1851,2284,53,0,0
2020-07-09,1870,2172,19,0,0
2020-07-10,1893,2879,23,0,0
2020-07-11,1901,960,8,0,0
2020-07-12,1902,279,1,0,0
2020-07-13,1908,1163,6,0,0
2020-07-14,1927,2205,19,0,0
2020-07-15,1951,2336,24,0,0
2020-07-16,1965,1862,14,0,0
2020-07-17,1976,2161,11,0,0
2020-07-18,1979,410,3,0,0
2020-07-19,1980,24,1,0,0
2020-07-20,2021,3333,41,0,0
2020-07-21,2058,2571,37,0,0
2020-07-22,2089,2251,31,0,0
2020-07-23,2118,2049,29,0,0
2020-07-24,2141,2275,23,0,0
2020-07-25,2179,767,38,0,0
2020-07-26,2181,216,2,0,0
2020-07-27,2204,1548,23,0,0
2020-07-28,2245,2296,41,0,0
2020-07-29,2265,1851,20,0,0
2020-07-30,2292,2176,27,0,0
2020-07-31,2337,2884,45,0,0
2020-08-01,2344,585,7,0,0
2020-08-02,2354,766,10,0,0
2020-08-03,2368,1320,14,0,0
2020-08-04,2417,2538,49,0,0
2020-08-05,2480,2667,63,0,0
2020-08-06,2523,2473,43,0,0
2020-08-07,2566,3099,43,0,0
2020-08-08,2596,1068,30,0,0
2020-08-09,2599,564,3,0,0
2020-08-10,2615,1454,16,0,0
2020-08-11,2690,3131,75,0,0
2020-08-12,2739,2741,49,0,0
2020-08-13,2801,2738,62,0,0
2020-08-14,2855,3235,54,0,0
2020-08-15,2902,2013,47,0,0
2020-08-16,2907,481,5,0,0
2020-08-17,2922,1583,15,0,0
2020-08-18,3022,3684,100,0,0
2020-08-19,3102,3435,80,0,0
2020-08-20,3225,3245,123,0,0
2020-08-21,3316,3833,91,0,0
2020-08-22,3356,1723,40,0,0
2020-08-23,3424,929,68,0,0
2020-08-24,3452,2103,28,0,0
2020-08-25,3536,4090,84,0,0
2020-08-26,3626,3636,90,0,0
2020-08-27,3728,4360,102,0,0
2020-08-28,3842,4453,114,0,0
2020-08-29,3876,1951,34,0,0
2020-08-30,3917,588,41,0,0
2020-08-31,3989,2763,72,0,0
2020-09-01,4042,2428,53,0,0
2020-09-02,4163,3519,121,0,0
2020-09-03,4300,4772,137,0,0
2020-09-04,4526,5947,226,0,0
2020-09-05,4614,2462,88,0,0
2020-09-06,4636,922,22,0,0
2020-09-07,4727,2891,91,0,0
2020-09-08,4888,5309,161,0,0
2020-09-09,5066,5021,178,0,0
2020-09-10,5252,4266,186,0,0
2020-09-11,5453,6191,201,0,0
2020-09-12,5532,3080,79,0,0
2020-09-13,5580,1425,48,0,0
2020-09-14,5768,4323,188,0,0
2020-09-15,5860,3235,92,0,0
2020-09-16,6021,4027,161,0,0
2020-09-17,6256,5542,235,0,0
2020-09-18,6546,5750,290,0,0
2020-09-19,6677,3443,131,0,0
2020-09-20,6756,1952,79,0,0
2020-09-21,6931,2664,175,0,0
2020-09-22,7269,6231,338,0,0
2020-09-23,7629,5213,360,0,0
2020-09-24,8048,5540,419,0,0
2020-09-25,8600,6483,552,0,0
2020-09-26,9078,5655,478,0,0
2020-09-27,9343,1954,265,0,0
2020-09-28,9574,2561,231,0,0
2020-09-29,10141,7350,567,0,0
2020-09-30,10938,9170,797,0,0
2020-10-01,11617,7824,679,0,0
2020-10-02,12321,9492,704,0,0
2020-10-03,13139,8565,818,0,0
2020-10-04,13492,3382,353,0,0
2020-10-05,13812,3750,320,0,0
2020-10-06,14689,8679,877,0,0
2020-10-07,15726,9518,1037,0,0
2020-10-08,16910,10136,1184,0,0
2020-10-09,18797,11123,1887,0,0
2020-10-10,19851,8959,1054,0,0
2020-10-11,20355,3998,504,0,0
2020-10-12,20886,5058,531,525,40
2020-10-13,22296,10228,1410,1152,84
2020-10-14,24225,12502,1929,929,31
2020-10-15,26300,14010,2075,372,36
2020-10-16,28268,11904,1968,320,27
2020-10-17,29835,10858,1567,0,0
2020-10-18,30695,5025,860,92,0
2020-10-19,31400,5946,705,792,69
2020-10-20,33602,13832,2202,614,38
2020-10-21,35330,9365,1728,954,48
2020-10-22,37911,13369,2581,2138,141
2020-10-23,40801,13525,2890,2161,119
2020-10-24,43843,16048,3042,1194,65
2020-10-25,45155,6175,1312,729,40
2020-10-26,46056,5899,901,2161,231
2020-10-27,48943,14642,2887,3036,234
2020-10-28,51728,14355,2785,2415,225
2020-10-29,55091,16556,3363,6185,239
2020-10-30,57664,18074,2573,41132,471
2020-10-31,59946,21949,2282,89674,975
2020-11-01,61829,21477,1883,30176,376
2020-11-02,63556,18994,1727,26701,1331
2020-11-03,66772,13377,3216,5135,91
2020-11-04,68734,12864,1962,3596,82
2020-11-05,71088,11615,2354,2095,138
2020-11-06,73667,15767,2579,34523,327
2020-11-07,75495,15466,1828,45188,439
2020-11-08,76072,4956,577,12172,143
2020-11-09,77123,6813,1051,17501,1147
2020-11-10,79181,12891,2058,6492,140
2020-11-11,81772,12584,2591,4620,101
2020-11-12,83796,10736,2024,5636,173
2020-11-13,85567,10742,1771,6145,158
2020-11-14,86767,6545,1200,5452,99
2020-11-15,87276,1771,509,1245,33
2020-11-16,88602,7837,1326,5229,273
2020-11-17,89913,5833,1311,3859,218
2020-11-18,91578,7913,1665,6086,419
2020-11-19,93396,9836,1818,11611,746
2020-11-20,95257,10554,1861,17378,596
2020-11-21,96241,5691,984,9215,317
2020-11-22,96472,1773,231,1701,57
2020-11-23,97493,6545,1021,35184,800
2020-11-24,99304,10145,1811,17198,854
2020-11-25,101257,10723,1953,12549,662
2020-11-26,103106,10928,1849,13242,779
2020-11-27,104633,9892,1527,13814,666
2020-11-28,105733,7536,1100,8811,399
2020-11-29,105929,1063,196,2517,174
2020-11-30,107183,7991,1254,43747,1739
2020-12-01,109226,11136,2043,30441,1637
2020-12-02,111208,10264,1982,34582,1822
2020-12-03,113392,11221,2184,28546,1325
2020-12-04,115462,12670,2070,29139,1251
2020-12-05,116731,7195,1269,11724,417
2020-12-06,117283,3415,552,3222,125
2020-12-07,119232,10245,1949,30014,2072
2020-12-08,121796,13277,2564,43435,3116
2020-12-09,124921,15130,3125,34622,2332
2020-12-10,127087,10938,2166,45522,3161
2020-12-11,130794,17956,3707,47127,2840
2020-12-12,132984,9991,2190,16932,1003
2020-12-13,133489,2899,505,1095,95
2020-12-14,135523,10901,2034,41846,3427
2020-12-15,139088,16717,3565,55084,4284
2020-12-16,142133,14921,3045,58727,3715
2020-12-17,146124,18022,3991,58306,4026
2020-12-18,149275,16197,3151,62799,3626
2020-12-19,151336,9821,2061,17426,1034
2020-12-20,152555,6291,1219,14954,486
2020-12-21,155218,13289,2663,81774,7253
2020-12-22,158905,18144,3687,81778,5743
2020-12-23,161562,14238,2657,92366,4864
2020-12-24,165608,18443,4046,17199,1036
2020-12-25,166649,4249,1041,1863,145
2020-12-26,167523,3550,874,2282,208
2020-12-27,168092,2540,569,3154,290
2020-12-28,170187,9330,2095,64635,6828
2020-12-29,173228,11414,3041,71573,7030
2020-12-30,179543,21978,6315,70661,5590
2020-12-31,184508,16479,4965,77043,5689
2021-01-01,186244,4954,1736,9876,632
2021-01-02,187463,4288,1219,5933,517
2021-01-03,188099,3111,636,3266,263
2021-01-04,191088,12396,2989,71013,7159
2021-01-05,196047,17822,4959,75142,6412
2021-01-06,198184,8257,2137,15623,1084
2021-01-07,201164,10657,2980,74466,5279
2021-01-08,205236,16368,4072,75184,3914
2021-01-09,208209,12844,2973,62148,1971
2021-01-10,209069,4328,860,28009,926
2021-01-11,211479,12119,2410,71508,3212
2021-01-12,215055,15440,3576,63413,3143
2021-01-13,217978,12342,2923,55842,2635
2021-01-14,220707,11875,2729,49219,2227
2021-01-15,222752,11392,2045,61674,2114
2021-01-16,223325,2850,573,49865,1198
2021-01-17,224385,6252,1060,41308,1628
2021-01-18,226294,9817,1909,68485,3122
2021-01-19,228778,12124,2484,92083,2815
2021-01-20,231242,12668,2464,106338,2294
2021-01-21,233027,11018,1785,213065,3162
2021-01-22,234571,20264,1544,234655,2708
2021-01-23,236476,16498,1905,763106,6496
2021-01-24,237027,3806,551,433179,3846
2021-01-25,238617,10950,1590,237460,2894
2021-01-26,241392,14015,2775,180216,2638
2021-01-27,243427,9811,2035,89206,1810
2021-01-28,246008,11293,2581,70781,1994
2021-01-29,248190,11207,2182,150869,2628
2021-01-30,249913,8201,1723,435939,4303
2021-01-31,250357,2290,444,265236,2858
2021-02-01,252094,9504,1737,203736,3396
2021-02-02,254826,12313,2732,128742,2883
2021-02-03,256903,11223,2077,100682,3198
2021-02-04,259533,11282,2630,102395,2903
2021-02-05,261774,13677,2241,218027,3065
2021-02-06,263326,8282,1552,642727,5498
2021-02-07,264083,3784,757,381224,3279
2021-02-08,265807,9410,1724,295825,3664
2021-02-09,268986,13980,3179,173210,2936
2021-02-10,271473,10932,2487,127110,2829
2021-02-11,273904,10402,2431,130374,2404
2021-02-12,276234,13991,2330,275770,3147
2021-02-13,277682,7597,1448,637374,4530
2021-02-14,278254,2775,572,324137,2734
2021-02-15,279696,8237,1442,221216,3010
2021-02-16,282864,13050,3168,158544,2678
2021-02-17,285419,10848,2555,116615,2595
2021-02-18,287752,10283,2333,113492,2214
